request_id,companyname,url,title,date,company_relevance,environment_sentiment_score,environment_sentiment_reasoning,social_sentiment_score,social_sentiment_reasoning,governance_sentiment_score,governance_sentiment_reasoning,GHG_emissions,Air_quality,Energy_management,Water_wastewater_management,Waste_hazardous_management,Ecological_impact,Environmental_supply_chain,Materials_sourcing_efficiency,Physical_impacts_climate_change,Sustainable_Development_Goal_2,Sustainable_Development_Goal_6,Sustainable_Development_Goal_7,Sustainable_Development_Goal_9,Sustainable_Development_Goal_11,Sustainable_Development_Goal_12,Sustainable_Development_Goal_13,Sustainable_Development_Goal_14,Sustainable_Development_Goal_15,Human_rights_community,Customer_privacy,Data_security,Access_affordability,Product_quality_safety,Customer_welfare,Selling_practices_product_label,Labor_practices,Modern_slavery,Employee_health_safety,Employee_engagement_diversity,Gender_equality,Product_design_lifecycle,Social_supply_chain,Sustainable_Development_Goal_1,Sustainable_Development_Goal_3,Sustainable_Development_Goal_4,Sustainable_Development_Goal_5,Sustainable_Development_Goal_8,Sustainable_Development_Goal_10,Business_model_resilience,Governance_structures,Business_ethics,Competitive_behavior,Management_legal_regulatory,Risk_management,Coronavirus,Sustainable_Development_Goal_16,Sustainable_Development_Goal_17,Controversial_weapons
52402,"Tesla, Inc.",https://edition.cnn.com/2023/03/14/cars/volkswagen-ev-investment-canada-plant,"Volkswagen to invest $193 billion to hit EV target, picks Canada for battery cell plant",2023-03-14,80,0.2,"The article mentions that Volkswagen plans to invest a significant amount of money in battery production and raw material sourcing for electric vehicles, indicating a positive sentiment towards environmental initiatives.",0.0,The article does not provide any specific information about Tesla's social impact or initiatives.,0.1,"The article mentions that Volkswagen is working on improving operations at its software unit Cariad, indicating a slightly positive sentiment towards governance.",0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
52403,"Tesla, Inc.",https://www.euronews.com/green/2023/03/15/the-trees-were-all-gone-indonesias-nickel-mines-reveal-the-dark-side-of-our-electric-futur,The trees were all gone: Indonesias nickel mines reveal the dark side of our electric future,2023-03-15,100,-0.8,"The article highlights the negative environmental impacts of nickel mining in Indonesia, which is a key component in electric vehicle batteries. It mentions contaminated soil, red-colored coastal waters, and the negative effects on local communities and fishermen. These factors contribute to the negative sentiment score.",-0.6,"The article mentions the desperation of villagers, loss of livelihood, protests, and clashes between villagers and miners. These factors contribute to the negative sentiment score.",-0.2,"The article briefly mentions major economies, electric car giant Tesla, and Brazilian mining company Vale focusing their efforts on Indonesia for nickel mining. This contributes to a slightly negative sentiment score.",0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0
52403,"Tesla, Inc.",https://www.reuters.com/legal/tesla-hit-with-right-repair-antitrust-class-actions-2023-03-15/,Tesla hit with 'right to repair' antitrust class actions,2023-03-15,100,0.0,"The article does not mention any specific environmental impact or initiatives related to Tesla, so the sentiment score is neutral (0).",-0.5,"The article mentions lawsuits against Tesla for allegedly curbing competition and limiting repair options for owners, which could negatively impact customer satisfaction and social sentiment (-0.5).",-0.5,"The article highlights allegations of antitrust behavior by Tesla, which reflects negatively on the company's governance (-0.5).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52403,"Tesla, Inc.",https://t.co/USEhWRL14l,Bloomberg,2023-03-15,100,0.0,The article does not provide any information or sentiment about Tesla's environmental impact or practices.,0.0,The article does not provide any information or sentiment about Tesla's social impact or practices.,0.0,The article does not provide any information or sentiment about Tesla's governance or leadership.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52404,"Tesla, Inc.",https://t.co/qnv47HE1Vc,Bloomberg Green,2023-03-16,100,0.5,"The article mentions a Tesla co-founder's clean solution for the dirty battery supply chain, indicating a positive sentiment towards Tesla's environmental efforts.",0.0,The article does not provide any sentiment towards Tesla's social impact.,0.0,The article does not provide any sentiment towards Tesla's governance.,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52404,"Tesla, Inc.",https://t.co/oBhLESRdLe,Bloomberg Green,2023-03-16,100,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral (0).",0.0,"The article does not provide any information about Tesla's social impact or initiatives, so the sentiment score is neutral (0).",0.0,"The article does not discuss Tesla's governance practices or provide any information about its governance sentiment, so the sentiment score is neutral (0).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52404,"Tesla, Inc.",https://t.co/inNIQesP3P,Bloomberg Green,2023-03-16,100,0.0,The article does not provide any information or sentiment regarding Tesla's environmental impact or initiatives.,0.0,The article does not provide any information or sentiment regarding Tesla's social impact or initiatives.,0.0,The article does not provide any information or sentiment regarding Tesla's governance practices.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52405,"Tesla, Inc.",https://www.ft.com/content/703c3894-3adc-45f1-b280-1a75c4085d60,Inside Elon Musks cost-cutting drive at Twitter,2023-03-17,100,-0.2,"The article does not provide specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral.",-0.1,"The article mentions that some current and former employees are perplexed by Musk's scattergun approach to securing efficiencies, but it does not provide specific sentiment towards Tesla's social impact.",-0.1,"The article mentions that some current and former employees are perplexed by Musk's approach to managing Twitter, but it does not provide specific sentiment towards Tesla's governance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52405,"Tesla, Inc.",https://www.cnbc.com/2023/03/17/general-motors-china-problems.html,"General Motors' China business is hurting, and it's not just because of Covid",2023-03-17,80,0.2,"The article mentions that GM's decline in China is partially due to growing competition from government-backed domestic automakers and a generational shift in consumer perceptions regarding the automotive industry and electric vehicles. However, it does not provide a strong sentiment towards Tesla's environmental impact.",0.1,"The article mentions that Chinese consumers are increasingly buying Chinese brands, which could imply a neutral sentiment towards Tesla's social impact.",0.1,"The article mentions that GM has not offered much assurance on how to reverse the decline in China, but it does not provide a strong sentiment towards Tesla's governance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52405,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/volkswagen-invest-mines-bid-become-global-battery-supplier-2023-03-17/,Volkswagen to invest in mines in bid to become global battery supplier,2023-03-17,80,0.2,"The article mentions that Volkswagen, along with other carmakers like Tesla and Stellantis, is looking to make electric vehicles (EVs) affordable. This indicates a positive sentiment towards the environmental impact of EVs and the efforts of carmakers to invest in battery production.",0.0,The article does not provide any specific information about Tesla's social impact or initiatives.,0.0,The article does not provide any specific information about Tesla's governance practices.,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52405,"Tesla, Inc.",https://www.reuters.com/technology/what-is-generative-ai-technology-behind-openais-chatgpt-2023-03-17/,"Explainer: What is Generative AI, the technology behind OpenAI's ChatGPT?",2023-03-17,80,0.2,"The article does not provide a specific sentiment towards Tesla's environmental impact. However, it mentions that generative AI can be used for various purposes, including drafting and personalizing emails, creating slide presentations, and taking notes during virtual meetings. These applications do not directly relate to Tesla's environmental performance.",0.1,"The article briefly mentions Elon Musk's involvement with OpenAI and his concerns about the future of AI. However, it does not provide a specific sentiment towards Tesla's social impact.",0.3,"The article mentions Elon Musk's concerns about the future of AI and his statement that it is a dangerous technology. However, it does not provide a specific sentiment towards Tesla's governance practices.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52405,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/vietnams-vinfast-says-three-sales-executives-have-left-ev-company-2023-03-17/,Vietnam's VinFast says three sales executives have left EV company,2023-03-17,60,0.0,"The article does not mention any specific environmental initiatives or actions taken by Tesla, so the sentiment score is neutral.",-0.2,"The article mentions executive changes and departures at VinFast, but there is no specific mention of Tesla's social impact. The sentiment score is slightly negative due to the negative news about VinFast.",-0.1,"The article mentions executive changes and departures at VinFast, but there is no specific mention of Tesla's governance practices. The sentiment score is slightly negative due to the negative news about VinFast.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52406,"Tesla, Inc.",https://t.co/inNIQesheh,Bloomberg Green,2023-03-18,100,0.0,The article does not provide any information or sentiment about Tesla's environmental impact or practices.,0.0,The article does not provide any information or sentiment about Tesla's social impact or practices.,0.0,The article does not provide any information or sentiment about Tesla's governance or ethical practices.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52407,"Tesla, Inc.",https://t.co/lRUAsfCCWj,Bloomberg Green,2023-03-19,100,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral (0).",0.0,"The article does not provide any information about Tesla's social impact or initiatives, so the sentiment score is neutral (0).",0.0,"The article does not provide any information about Tesla's governance practices, so the sentiment score is neutral (0).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52407,"Tesla, Inc.",https://t.co/inNIQesP3P,Bloomberg Green,2023-03-19,100,0.0,The article does not provide any information or sentiment regarding Tesla's environmental impact or initiatives.,0.0,The article does not provide any information or sentiment regarding Tesla's social impact or initiatives.,0.0,The article does not provide any information or sentiment regarding Tesla's governance practices.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52408,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/former-director-tesla-australia-sentenced-insider-trading-2023-03-20/,Former director of Tesla Australia sentenced for insider trading,2023-03-20,80,0.0,"The article does not mention any specific environmental impact or initiatives related to Tesla, so the sentiment score is neutral (0).",-0.5,"The article mentions a former director of Tesla being sentenced for insider trading, which reflects negatively on the company's social reputation.",-0.5,"The article highlights a former director of Tesla being sentenced for insider trading, which reflects negatively on the company's governance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52408,"Tesla, Inc.",,Bloomberg Quicktake,2023-03-20,100,0.5,"The article mentions that Tesla wants to remove rare earths from future models, which indicates a positive sentiment towards reducing reliance on these materials.",0.0,The article does not provide any information about Tesla's social impact or sentiment.,0.0,The article does not provide any information about Tesla's governance or sentiment.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52408,"Tesla, Inc.",https://t.co/inNIQesP3P,Bloomberg Green,2023-03-20,100,0.0,The article does not provide any information or sentiment regarding Tesla's environmental impact or practices.,0.0,The article does not provide any information or sentiment regarding Tesla's social impact or practices.,0.0,The article does not provide any information or sentiment regarding Tesla's governance or leadership.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52408,"Tesla, Inc.",https://www.cnbc.com/2023/03/20/tsla-shares-and-more-wall-streets-stocks-to-buy-for-the-electric-vehicle-boom.html,From Tesla to under-the-radar battery stocks: Wall Street has a playbook for the EV boom,2023-03-20,100,0.2,"The article mentions the transition from internal-combustion-engine vehicles to electric vehicles, indicating a positive sentiment towards the environmental impact of EVs. However, there is no specific sentiment expressed about Tesla's environmental impact.",0.1,There is no specific sentiment expressed about Tesla's social impact in the article.,0.2,"The article mentions Tesla as one of Deutsche Bank's top picks in the EV space, indicating a positive sentiment towards Tesla's governance.",0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
52408,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/scratched-ev-battery-your-insurer-may-have-junk-whole-car-2023-03-20/,Scratched EV battery? Your insurer may have to junk the whole car,2023-03-20,80,-0.5,"The article mentions that Tesla's decision to make battery packs 'structural' has allowed it to cut production costs but risks pushing those costs back to consumers and insurers. It also highlights the need for more easily repairable battery packs and third-party access to battery cell data, as already-high insurance premiums will keep rising as EV sales grow and more low-mileage cars get scrapped after collisions. This indicates a negative sentiment towards Tesla's approach to battery repairability and the potential environmental impact of scrapping low-mileage EVs.",-0.2,"The article mentions that EVs, including Tesla vehicles, have had fewer accidents than traditional cars due to their advanced safety features. However, it also highlights the issue of expensive replacement batteries and the potential impact on insurance costs. This indicates a slightly negative sentiment towards Tesla's impact on social factors such as vehicle safety and affordability.",0.0,The article does not provide any specific sentiment towards Tesla's governance practices.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/tesla-deliver-strong-q1-retail-sales-china-brokerage-data-2023-03-21/,Tesla to deliver strong Q1 retail sales in China - brokerage data,2023-03-21,100,0.2,The article mentions that Tesla has been focusing on energy efficiency and practical features such as safety and storage space in its marketing in China. This suggests a positive sentiment towards Tesla's environmental efforts.,0.4,The article mentions that Tesla fans lauded the company's update to the suspension system in the Model Y made in China. This suggests a positive sentiment towards Tesla's social impact.,0.0,No specific information about Tesla's governance is mentioned in the article.,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.cnbc.com/2023/03/21/stocks-making-the-biggest-premarket-moves-.html,"Stocks making the biggest premarket moves: Tesla, First Republic, UBS, Foot Locker and more",2023-03-21,100,0.0,"The article does not mention any specific information about Tesla's environmental impact or initiatives, so the sentiment score is neutral (0).",0.0,"The article does not provide any information about Tesla's social impact or reputation, so the sentiment score is neutral (0).",0.0,"The article does not discuss Tesla's governance practices or provide any information about its management, so the sentiment score is neutral (0).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/mexico-makes-lots-electric-cars-few-mexicans-drive-them-2023-03-21/,"Mexico makes lots of electric cars, but few Mexicans drive them",2023-03-21,100,-0.5,"The article mentions that EVs, including Tesla's cars, remain too expensive for most Mexicans and that there is a lack of charging stations in the country. These factors contribute to a negative sentiment towards the environmental impact of Tesla's cars in Mexico.",-0.5,The article highlights the high cost of Tesla's cars and the lack of affordability for most Mexicans. This contributes to a negative sentiment towards Tesla's social impact in Mexico.,0.0,The article does not provide any information or sentiment regarding Tesla's governance.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/byd-reduces-shifts-two-ev-assembly-plants-china-sources-2023-03-21/,Exclusive: BYD reduces shifts at two electric vehicle plants in China - sources,2023-03-21,80,0.2,"The article does not provide a direct sentiment towards Tesla's environmental impact. However, it mentions that BYD, which outsells Tesla in China, has reduced shifts at its auto assembly plants due to weaker demand in the auto market. This could indicate a decrease in the production of electric vehicles, including Tesla's, which may have a slight negative impact on the environment.",0.1,"The article does not provide a direct sentiment towards Tesla's social impact. However, it mentions that BYD has been growing fast and taking market share in China, outselling Tesla by more than five times in the first two months of the year. This indicates a positive perception of Tesla's social relevance and popularity.",0.1,"The article does not provide a direct sentiment towards Tesla's governance. However, it mentions that BYD has been growing fast and taking market share in China, outselling Tesla by more than five times in the first two months of the year. This indicates a positive perception of Tesla's governance and business performance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.theguardian.com/world/2023/mar/21/sb-paris-taxis,Electric air taxis being developed for Paris Olympics in 2024,2023-03-21,80,0.2,"The article mentions the development of the world's first electric air taxi network, which aligns with Tesla's focus on electric vehicles. This positive development contributes to a slightly positive environmental sentiment score.",0.1,The article mentions the public response to the air taxi service and the need for people's feedback. This indicates a slightly positive social sentiment score.,0.0,"The article does not provide any information related to Tesla's governance, so the sentiment score is neutral.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.reuters.com/technology/one-third-americans-would-consider-ev-purchase-reutersipsos-poll-2023-03-21/,One-third of Americans would consider EV purchase - Reuters/Ipsos poll,2023-03-21,80,0.2,"The article mentions that President Joe Biden wants 50% of all new vehicles sold in 2030 to be EV or plug-in hybrid models, indicating a positive sentiment towards the environmental impact of electric vehicles. However, it also mentions that EVs are often significantly above $50,000, which could be seen as a negative sentiment towards affordability and accessibility.",0.1,"The article mentions that just over one-third of Americans would consider buying an electric vehicle, indicating a moderate positive sentiment towards the social acceptance of EVs. However, it also mentions that EVs are often significantly above $50,000, which could be seen as a negative sentiment towards affordability and accessibility.",0.1,"The article mentions that the Biden administration won a significant expansion of electric vehicle tax credits and other incentives to shift the industry towards electric models, indicating a positive sentiment towards government support for EVs. However, it also mentions the uncertainty of whether the new EPA rules will be consistent with California's aggressive efforts to phase out gasoline-powered vehicles, which could be seen as a negative sentiment towards regulatory consistency.",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.reuters.com/business/autos-transportation/ev-charger-makers-brace-slowdown-new-made-america-rules-kick-2023-03-21/,EV charger makers brace for slowdown as new Made In America rules kick in,2023-03-21,100,0.2,"The article mentions Tesla as one of the biggest makers and network operators of EV charging stations. While there is no specific sentiment expressed about Tesla's environmental impact, the mention of Tesla in relation to the industry indicates a positive sentiment towards the company's role in the electric vehicle charging sector.",0.0,There is no specific sentiment expressed about Tesla's social impact or practices in the article.,0.0,There is no specific sentiment expressed about Tesla's governance or leadership in the article.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://www.reuters.com/business/finance/scottish-mortgage-investment-trust-names-justin-dowley-next-chair-2023-03-21/,Scottish Mortgage Investment Trust names new chair in boardroom shake-up,2023-03-21,60,0.0,"The article does not mention any specific environmental actions or initiatives by Tesla, so the sentiment score is neutral.",0.0,"The article does not provide any information about Tesla's social impact or reputation, so the sentiment score is neutral.",0.2,"The article mentions a board dispute and a change in the chair of Scottish Mortgage Investment Trust, which is an investor in Tesla. The sentiment score reflects the neutral tone of the article regarding Tesla's governance.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52409,"Tesla, Inc.",https://esgnews.com/tesla-shares-accelerate-as-ev-maker-secures-blue-chip-status-with-moodys-debt-upgrade/?utm_source=rss&utm_medium=rss&utm_campaign=tesla-shares-accelerate-as-ev-maker-secures-blue-chip-status-with-moodys-debt-upgrade,Tesla Shares Accelerate as EV Maker Secures Blue Chip Status with Moody's Debt Upgrade,2023-03-21,100,0.5,The article mentions that Tesla is a manufacturer of battery electric vehicles and highlights their expanding global presence and high profitability. This suggests a positive sentiment towards Tesla's environmental impact.,0.5,"The article mentions that investors were impressed by the news of Tesla's credit rating upgrade, which indicates a positive sentiment towards the company's social impact.",0.5,"The article mentions that Tesla's credit rating upgrade incorporates governance considerations, including their prudent financial policy and management's operational track record. This suggests a positive sentiment towards Tesla's governance practices.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
